,orderNo,Salmon,Pork Chop,Sea Bass,Duck Breast,Swordfish,Pork Tenderloin,Filet Mignon,Roast Chicken,rowTotal,,,4253,
3281,128685,1,1,1,1,1,0,0,0,5,,,,
3313,128744,1,1,0,0,2,1,0,0,5,,,,
3324,128762,1,1,0,0,0,2,1,0,5,,,,
3327,128773,1,1,0,1,0,1,1,0,5,,,,
3333,128793,1,1,0,1,0,2,0,0,5,,,,
3334,128794,1,1,0,1,1,0,1,0,5,,,,
3335,128796,1,1,0,0,0,2,1,0,5,,,,
3357,128843,1,1,1,1,0,1,0,0,5,,,,
3370,128863,1,1,0,0,2,0,1,0,5,,,,
3382,128888,1,1,1,1,0,0,0,1,5,,,,
3441,128995,1,1,0,2,0,1,0,0,5,,,,
3447,129003,1,1,1,1,0,0,1,0,5,,,,
3467,129044,1,1,1,0,0,1,1,0,5,,,,
3469,129047,1,1,2,0,0,0,0,1,5,,,,
3492,129078,1,1,1,0,0,1,1,0,5,,,,
3502,129098,1,1,1,0,0,0,2,0,5,,,,
3542,129174,1,1,0,0,1,0,1,1,5,,,,
3569,129213,1,1,0,0,0,0,3,0,5,,,,
3584,129233,1,1,0,0,0,2,1,0,5,,,,
3586,129237,1,1,1,0,0,1,0,1,5,,,,
3605,129275,1,1,1,2,0,0,0,0,5,,,,
3610,129282,1,1,0,0,1,0,1,1,5,,,,
3613,129288,1,1,2,0,0,0,1,0,5,,,,
3661,129371,1,1,1,1,0,1,0,0,5,,,,
3711,129457,1,1,1,0,1,0,1,0,5,,,,
3760,129549,1,1,0,0,1,1,1,0,5,,,,
3766,129556,1,1,1,1,0,0,1,0,5,,,,
3827,129661,1,1,0,0,0,2,1,0,5,,,,
3836,129680,1,1,0,0,0,3,0,0,5,,,,
3844,129692,1,1,1,0,0,1,1,0,5,,,,
3852,129701,1,1,0,0,2,0,0,1,5,,,,
3864,129725,1,1,0,0,1,1,0,1,5,,,,
3945,129874,1,1,1,0,1,1,0,0,5,,,,
3955,129892,1,1,0,0,0,1,0,2,5,,,,
3971,129929,1,1,0,1,0,1,1,0,5,,,,
3974,129933,1,1,1,1,0,1,0,0,5,,,,
3976,129935,1,1,1,0,1,0,1,0,5,,,,
4021,130011,1,1,0,0,1,0,2,0,5,,,,
4039,130051,1,1,1,1,0,1,0,0,5,,,,
4115,130195,1,1,0,1,0,0,2,0,5,,,,
4146,130251,1,1,0,0,0,0,3,0,5,,,,
4148,130255,1,1,0,1,0,0,2,0,5,,,,
4154,130265,1,1,0,1,0,0,2,0,5,,,,
4178,130307,1,1,1,0,0,2,0,0,5,,,,
4181,130313,1,1,0,0,1,1,1,0,5,,,,
4236,130410,1,1,1,0,0,0,1,1,5,,,,
4243,130431,1,1,1,0,1,0,0,1,5,,,,
4249,130443,1,1,2,0,0,1,0,0,5,,,,
4263,130468,1,1,1,0,1,0,1,0,5,,,,
4272,130487,1,1,1,0,0,1,1,0,5,,,,
4284,130519,1,1,1,0,0,1,1,0,5,,,,
4345,130631,1,1,1,0,0,0,2,0,5,,,,
4381,130692,1,1,1,1,0,1,0,0,5,,,,
4396,130718,1,1,1,1,1,0,0,0,5,,,,
4408,130740,1,1,0,1,0,1,1,0,5,,,,
4429,130778,1,1,1,1,0,0,1,0,5,,,,
4455,130844,1,1,0,1,0,1,1,0,5,,,,
4462,130857,1,1,0,1,0,0,1,1,5,,,,
4584,131087,1,1,2,0,0,1,0,0,5,,,,
4590,131095,1,1,0,0,0,2,1,0,5,,,,
4609,131133,1,1,0,1,1,0,1,0,5,,,,
4611,131139,1,1,0,0,1,0,2,0,5,,,,
4620,131161,1,1,0,2,1,0,0,0,5,,,,
4652,131218,1,1,1,0,0,0,2,0,5,,,,
4653,131221,1,1,1,0,0,0,2,0,5,,,,
4666,131248,1,1,0,1,0,1,1,0,5,,,,
4671,131257,1,1,0,1,0,2,0,0,5,,,,
4707,131323,1,1,2,0,0,1,0,0,5,,,,
4751,131426,1,1,2,1,0,0,0,0,5,,,,
4777,131471,1,1,1,0,0,1,1,0,5,,,,
4804,131530,1,1,1,0,0,1,0,1,5,,,,
4868,131657,1,1,0,1,0,0,2,0,5,,,,
4873,131670,1,1,1,0,0,0,2,0,5,,,,
4890,131699,1,1,1,1,0,0,0,1,5,,,,
4946,131796,1,1,0,0,0,2,1,0,5,,,,
4956,131818,1,1,1,0,1,0,1,0,5,,,,
4957,131819,1,1,0,1,0,0,1,1,5,,,,
4981,131870,1,1,0,1,0,1,0,1,5,,,,
5000,131914,1,1,0,0,0,0,3,0,5,,,,
5053,132018,1,1,0,1,0,1,1,0,5,,,,
5073,132058,1,1,0,1,2,0,0,0,5,,,,
5092,132096,1,1,0,0,2,1,0,0,5,,,,
5097,132107,1,1,0,0,0,0,3,0,5,,,,
5127,132158,1,1,1,0,0,1,0,1,5,,,,
5262,132407,1,1,1,0,0,1,1,0,5,,,,
5278,132434,1,1,0,0,0,0,3,0,5,,,,
5289,132449,1,1,0,0,1,1,1,0,5,,,,
5317,132505,1,1,1,0,1,0,1,0,5,,,,
5338,132539,1,1,1,2,0,0,0,0,5,,,,
5357,132576,1,1,0,2,0,0,0,1,5,,,,
5398,132651,1,1,1,0,1,1,0,0,5,,,,
5408,132665,1,1,1,0,0,0,1,1,5,,,,
5485,132810,1,1,2,1,0,0,0,0,5,,,,
5498,132836,1,1,1,1,0,0,0,1,5,,,,
5508,132859,1,1,2,1,0,0,0,0,5,,,,
5514,132874,1,1,1,1,0,0,1,0,5,,,,
5517,132882,1,1,1,1,0,0,1,0,5,,,,
5538,132917,1,1,0,0,0,0,3,0,5,,,,
5557,132952,1,1,0,1,1,1,0,0,5,,,,
5612,133046,1,1,2,1,0,0,0,0,5,,,,
5686,133185,1,1,1,1,1,0,0,0,5,,,,
5695,133201,1,1,1,0,0,2,0,0,5,,,,
5704,133219,1,1,1,0,0,1,1,0,5,,,,
5741,133292,1,1,0,0,0,1,2,0,5,,,,
5747,133301,1,1,1,0,0,1,1,0,5,,,,
5759,133330,1,1,0,1,0,1,1,0,5,,,,
5804,133406,1,1,2,0,0,0,1,0,5,,,,
5810,133414,1,1,1,2,0,0,0,0,5,,,,
5811,133415,1,1,1,0,0,0,2,0,5,,,,
5826,133445,1,1,0,1,1,1,0,0,5,,,,
5830,133449,1,1,1,0,0,1,0,1,5,,,,
5847,133475,1,1,0,2,0,1,0,0,5,,,,
5865,133504,1,1,0,3,0,0,0,0,5,,,,
5866,133505,1,1,0,0,0,2,1,0,5,,,,
5902,133571,1,1,0,1,1,1,0,0,5,,,,
5940,133638,1,1,1,0,0,0,2,0,5,,,,
5957,133672,1,1,1,1,0,1,0,0,5,,,,
5969,133691,1,1,0,0,1,1,1,0,5,,,,
5983,133716,1,1,0,0,1,0,1,1,5,,,,
5986,133719,1,1,1,1,0,0,1,0,5,,,,
5997,133733,1,1,0,0,0,1,2,0,5,,,,
5998,133735,1,1,0,0,1,1,1,0,5,,,,
6026,133794,1,1,1,1,0,0,1,0,5,,,,
6053,133839,1,1,0,1,1,0,0,1,5,,,,
6065,133865,1,1,0,0,1,0,2,0,5,,,,
6098,133928,1,1,2,0,1,0,0,0,5,,,,
6112,133959,1,1,1,0,1,1,0,0,5,,,,
6129,133992,1,1,1,1,1,0,0,0,5,,,,
6196,134115,1,1,1,0,1,0,1,0,5,,,,
6204,134129,1,1,0,0,2,1,0,0,5,,,,
6258,134227,1,1,1,0,1,0,1,0,5,,,,
6285,134269,1,1,0,1,1,0,1,0,5,,,,
6316,134322,1,1,1,1,0,0,1,0,5,,,,
6370,134420,1,1,2,0,1,0,0,0,5,,,,
6384,134445,1,1,2,0,0,1,0,0,5,,,,
6421,134517,1,1,0,0,2,0,0,1,5,,,,
6451,134568,1,1,1,1,0,0,1,0,5,,,,
6504,134668,1,1,0,2,0,1,0,0,5,,,,
6554,134762,1,1,0,1,1,0,1,0,5,,,,
6578,134798,1,1,1,0,2,0,0,0,5,,,,
6635,134898,1,1,2,1,0,0,0,0,5,,,,
6637,134900,1,1,1,0,0,0,2,0,5,,,,
6714,135055,1,1,0,0,0,0,1,2,5,,,,
6739,135121,1,1,0,0,1,1,1,0,5,,,,
6741,135128,1,1,1,1,0,1,0,0,5,,,,
6766,135179,1,1,0,0,1,0,2,0,5,,,,
6768,135181,1,1,1,0,2,0,0,0,5,,,,
6777,135204,1,1,0,1,0,1,1,0,5,,,,
6778,135205,1,1,1,0,0,1,1,0,5,,,,
6779,135206,1,1,0,0,1,1,0,1,5,,,,
6805,135258,1,1,0,1,1,1,0,0,5,,,,
6814,135274,1,1,1,0,0,0,2,0,5,,,,
6816,135279,1,1,1,2,0,0,0,0,5,,,,
6833,135314,1,1,0,0,0,1,2,0,5,,,,
6874,135385,1,1,0,1,1,0,1,0,5,,,,
6928,135466,1,1,2,0,0,0,1,0,5,,,,
6929,135467,1,1,0,2,1,0,0,0,5,,,,
6946,135498,1,1,0,2,0,1,0,0,5,,,,
6973,135558,1,1,0,0,0,1,1,1,5,,,,
6986,135578,1,1,1,0,0,1,1,0,5,,,,
6994,135591,1,1,1,0,0,2,0,0,5,,,,
6995,135593,1,1,2,0,0,1,0,0,5,,,,
6997,135597,1,1,1,1,0,1,0,0,5,,,,
7022,135647,1,1,1,0,0,0,1,1,5,,,,
7052,135711,1,1,1,1,0,1,0,0,5,,,,
7086,135778,1,1,2,0,1,0,0,0,5,,,,
7110,135815,1,1,1,0,2,0,0,0,5,,,,
7122,135835,1,1,0,1,1,1,0,0,5,,,,
7154,135905,1,1,0,2,0,0,1,0,5,,,,
7164,135926,1,1,2,0,1,0,0,0,5,,,,
7175,135951,1,1,0,1,0,0,2,0,5,,,,
7188,135973,1,1,1,0,0,1,1,0,5,,,,
7241,136061,1,1,1,0,1,1,0,0,5,,,,
7251,136080,1,1,1,0,1,0,1,0,5,,,,
7292,136159,1,1,0,1,1,1,0,0,5,,,,
7345,136259,1,1,0,0,0,2,1,0,5,,,,
7356,136282,1,1,0,1,0,0,2,0,5,,,,
7365,136307,1,1,1,1,0,1,0,0,5,,,,
7392,136356,1,1,1,1,0,0,1,0,5,,,,
7410,136381,1,1,1,0,2,0,0,0,5,,,,
7415,136387,1,1,0,1,0,1,1,0,5,,,,
7437,136426,1,1,0,0,0,2,1,0,5,,,,
7476,136488,1,1,2,0,1,0,0,0,5,,,,
7522,136568,1,1,1,0,0,2,0,0,5,,,,
7587,136692,1,1,0,0,1,1,1,0,5,,,,
7602,136731,1,1,1,0,0,1,1,0,5,,,,
7631,136780,1,1,0,1,0,2,0,0,5,,,,
7638,136795,1,1,1,1,0,0,0,1,5,,,,
7644,136808,1,1,1,1,1,0,0,0,5,,,,
7675,136868,1,1,2,0,1,0,0,0,5,,,,
7687,136886,1,1,0,2,0,0,1,0,5,,,,
7689,136888,1,1,0,0,2,0,1,0,5,,,,
7703,136925,1,1,0,1,1,1,0,0,5,,,,
7757,137035,1,1,1,1,0,0,1,0,5,,,,
7792,137093,1,1,1,0,0,0,1,1,5,,,,
7794,137095,1,1,1,2,0,0,0,0,5,,,,
7865,137250,1,1,1,1,0,1,0,0,5,,,,
7875,137267,1,1,0,0,0,0,3,0,5,,,,
7876,137268,1,1,2,0,0,0,1,0,5,,,,
7877,137270,1,1,1,0,0,1,1,0,5,,,,
7878,137271,1,1,1,0,0,1,1,0,5,,,,
7917,137337,1,1,0,1,1,0,1,0,5,,,,
7930,137355,1,1,1,0,0,1,1,0,5,,,,
7936,137370,1,1,0,1,0,1,1,0,5,,,,
7973,137435,1,1,1,0,0,1,1,0,5,,,,
8036,137549,1,1,1,0,1,0,1,0,5,,,,
8069,137608,1,1,2,0,0,1,0,0,5,,,,
8071,137611,1,1,1,1,0,0,1,0,5,,,,
8077,137622,1,1,1,1,0,0,1,0,5,,,,
8087,137642,1,1,1,1,0,1,0,0,5,,,,
8091,137648,1,1,1,0,0,2,0,0,5,,,,
8111,137681,1,1,2,0,0,1,0,0,5,,,,
8124,137701,1,1,1,0,0,2,0,0,5,,,,
8126,137705,1,1,1,0,1,0,1,0,5,,,,
8164,137773,1,1,0,1,1,0,0,1,5,,,,
8184,137809,1,1,0,1,0,1,0,1,5,,,,
8198,137841,1,1,1,1,0,0,1,0,5,,,,
8208,137862,1,1,0,0,2,0,1,0,5,,,,
8233,137917,1,1,1,2,0,0,0,0,5,,,,
8262,137981,1,1,2,0,1,0,0,0,5,,,,
8295,138047,1,1,1,0,0,0,2,0,5,,,,
8303,138067,1,1,0,2,1,0,0,0,5,,,,
8320,138107,1,1,1,2,0,0,0,0,5,,,,
8324,138114,1,1,1,1,1,0,0,0,5,,,,
8342,138146,1,1,1,0,0,1,0,1,5,,,,
8353,138160,1,1,2,0,0,1,0,0,5,,,,
8359,138175,1,1,1,1,0,1,0,0,5,,,,
8364,138199,1,1,0,0,0,0,2,1,5,,,,
8423,138329,1,1,0,2,0,0,0,1,5,,,,
8438,138364,1,1,1,0,0,2,0,0,5,,,,
8452,138386,1,1,1,1,0,0,0,1,5,,,,
8457,138396,1,1,1,0,0,2,0,0,5,,,,
8489,138468,1,1,1,0,0,0,1,1,5,,,,
8510,138499,1,1,0,0,0,2,1,0,5,,,,
8514,138508,1,1,0,0,2,0,0,1,5,,,,
8530,138543,1,1,0,1,1,0,1,0,5,,,,
8554,138590,1,1,0,0,1,2,0,0,5,,,,
8619,138713,1,1,0,1,0,1,1,0,5,,,,
8626,138727,1,1,1,0,0,2,0,0,5,,,,
8661,138797,1,1,0,1,0,0,2,0,5,,,,
8679,138832,1,1,0,0,1,1,1,0,5,,,,
8707,138885,1,1,1,0,0,0,2,0,5,,,,
8758,138983,1,1,1,0,0,0,2,0,5,,,,
8759,138984,1,1,0,0,1,1,0,1,5,,,,
8764,138992,1,1,0,0,1,0,1,1,5,,,,
8773,139009,1,1,1,1,0,1,0,0,5,,,,
8798,139057,1,1,0,1,1,1,0,0,5,,,,
8819,139089,1,1,0,0,2,1,0,0,5,,,,
8842,139130,1,1,0,0,0,1,2,0,5,,,,
8885,139218,1,1,0,0,1,1,1,0,5,,,,
8892,139229,1,1,0,1,1,0,1,0,5,,,,
8894,139233,1,1,1,0,1,0,1,0,5,,,,
8904,139256,1,1,0,0,3,0,0,0,5,,,,
8935,139316,1,1,0,2,0,1,0,0,5,,,,
8993,139432,1,1,1,0,2,0,0,0,5,,,,
9031,139513,1,1,1,0,1,0,1,0,5,,,,
9045,139541,1,1,2,0,0,1,0,0,5,,,,
9087,139623,1,1,1,0,0,0,2,0,5,,,,
9099,139647,1,1,0,1,0,1,0,1,5,,,,
9111,139670,1,1,0,0,3,0,0,0,5,,,,
9127,139700,1,1,0,3,0,0,0,0,5,,,,
9152,139751,1,1,1,0,0,1,1,0,5,,,,
9165,139784,1,1,1,0,0,1,1,0,5,,,,
9174,139802,1,1,1,0,0,1,0,1,5,,,,
9249,139941,1,1,1,0,0,2,0,0,5,,,,
9252,139946,1,1,2,0,1,0,0,0,5,,,,
9254,139950,1,1,1,0,0,1,1,0,5,,,,
9277,139993,1,1,1,1,0,1,0,0,5,,,,
9293,140023,1,1,1,0,0,0,2,0,5,,,,
9299,140035,1,1,1,1,0,0,1,0,5,,,,
9363,140153,1,1,0,1,0,2,0,0,5,,,,
9436,140293,1,1,1,1,0,1,0,0,5,,,,
9463,140342,1,1,0,0,2,0,1,0,5,,,,
9467,140347,1,1,0,1,1,1,0,0,5,,,,
9493,140388,1,1,0,1,0,1,1,0,5,,,,
9504,140408,1,1,0,2,0,1,0,0,5,,,,
9529,140452,1,1,1,0,1,1,0,0,5,,,,
9534,140461,1,1,1,2,0,0,0,0,5,,,,
9542,140480,1,1,0,0,1,1,0,1,5,,,,
9548,140491,1,1,0,1,0,0,2,0,5,,,,
9569,140529,1,1,1,0,0,0,1,1,5,,,,
9573,140541,1,1,1,0,0,0,1,1,5,,,,
9600,140606,1,1,1,1,0,0,1,0,5,,,,
9605,140616,1,1,0,1,0,0,2,0,5,,,,
9611,140628,1,1,1,1,0,1,0,0,5,,,,
9623,140644,1,1,0,0,0,2,1,0,5,,,,
9654,140697,1,1,0,0,1,1,1,0,5,,,,
9668,140719,1,1,0,1,0,2,0,0,5,,,,
9673,140728,1,1,1,0,1,1,0,0,5,,,,
9714,140798,1,1,0,0,0,1,2,0,5,,,,
9718,140808,1,1,0,0,0,2,1,0,5,,,,
9741,140854,1,1,1,2,0,0,0,0,5,,,,
9790,140959,1,1,0,0,1,0,2,0,5,,,,
9796,140971,1,1,1,0,0,2,0,0,5,,,,
9809,140990,1,1,1,0,1,0,1,0,5,,,,
9858,141088,1,1,1,0,0,1,1,0,5,,,,
9860,141097,1,1,2,0,0,0,1,0,5,,,,
9866,141117,1,1,1,1,0,1,0,0,5,,,,
9881,141147,1,1,0,1,1,0,1,0,5,,,,
9887,141153,1,1,1,0,1,1,0,0,5,,,,
9955,141288,1,1,2,0,0,0,1,0,5,,,,
9978,141341,1,1,0,0,2,0,0,1,5,,,,
9985,141355,1,1,1,1,0,1,0,0,5,,,,
10021,141405,1,1,2,0,0,0,1,0,5,,,,
10023,141408,1,1,0,0,0,2,1,0,5,,,,
10025,141411,1,1,1,0,1,0,0,1,5,,,,
10032,141425,1,1,0,0,2,0,0,1,5,,,,
10045,141444,1,1,0,1,1,1,0,0,5,,,,
10069,141485,1,1,1,0,0,0,2,0,5,,,,
10077,141501,1,1,1,0,0,0,1,1,5,,,,
10088,141548,1,1,0,2,0,1,0,0,5,,,,
10096,141560,1,1,0,1,0,1,1,0,5,,,,
10122,141609,1,1,0,0,1,0,2,0,5,,,,
10155,141675,1,1,1,0,0,0,1,1,5,,,,
10165,141698,1,1,1,0,0,1,0,1,5,,,,
10179,141732,1,1,2,0,0,0,1,0,5,,,,
10183,141742,1,1,1,0,1,1,0,0,5,,,,
10194,141767,1,1,1,1,0,0,1,0,5,,,,
10217,141806,1,1,1,0,0,1,1,0,5,,,,
10311,141996,1,1,1,0,0,2,0,0,5,,,,
10325,142019,1,1,0,0,0,0,2,1,5,,,,
10378,142100,1,1,1,0,1,0,0,1,5,,,,
10391,142122,1,1,1,0,0,1,0,1,5,,,,
10392,142127,1,1,2,0,0,1,0,0,5,,,,
10394,142129,1,1,2,0,0,1,0,0,5,,,,
10439,142234,1,1,0,1,1,1,0,0,5,,,,
10448,142259,1,1,0,0,1,0,2,0,5,,,,
10450,142262,1,1,1,0,1,0,0,1,5,,,,
10475,142309,1,1,1,0,0,0,2,0,5,,,,
10526,142405,1,1,2,0,0,1,0,0,5,,,,
10552,142467,1,1,1,0,0,1,1,0,5,,,,
10596,142539,1,1,1,2,0,0,0,0,5,,,,
10627,142601,1,1,0,0,1,1,0,1,5,,,,
10663,142679,1,1,1,0,1,0,1,0,5,,,,
10683,142707,1,1,1,0,0,1,0,1,5,,,,
10690,142716,1,1,0,1,0,1,0,1,5,,,,
10693,142720,1,1,1,0,1,0,1,0,5,,,,
10696,142731,1,1,1,0,0,1,1,0,5,,,,
10776,142893,1,1,0,0,0,1,2,0,5,,,,
10801,142944,1,1,1,0,0,1,1,0,5,,,,
10814,142967,1,1,1,0,1,0,1,0,5,,,,
10825,142985,1,1,0,0,0,1,1,1,5,,,,
10843,143008,1,1,1,1,0,0,1,0,5,,,,
10853,143030,1,1,1,0,0,2,0,0,5,,,,
10879,143088,1,1,1,1,1,0,0,0,5,,,,
10880,143090,1,1,0,1,1,0,1,0,5,,,,
10915,143159,1,1,0,2,0,1,0,0,5,,,,
10920,143171,1,1,0,1,2,0,0,0,5,,,,
10968,143248,1,1,1,0,2,0,0,0,5,,,,
10974,143261,1,1,1,1,0,1,0,0,5,,,,
10981,143274,1,1,1,1,0,0,1,0,5,,,,
11028,143368,1,1,2,0,0,0,0,1,5,,,,
11041,143389,1,1,0,1,0,0,1,1,5,,,,
11080,143475,1,1,0,0,0,2,1,0,5,,,,
11117,143537,1,1,1,0,1,0,1,0,5,,,,
11119,143539,1,1,0,1,0,0,2,0,5,,,,
11125,143549,1,1,1,0,0,0,2,0,5,,,,
11130,143556,1,1,0,1,0,1,1,0,5,,,,
11154,143600,1,1,2,1,0,0,0,0,5,,,,
11171,143635,1,1,1,0,0,2,0,0,5,,,,
11182,143659,1,1,1,0,1,1,0,0,5,,,,
11191,143674,1,1,0,0,1,1,1,0,5,,,,
11215,143712,1,1,0,0,1,1,1,0,5,,,,
11233,143749,1,1,1,0,1,0,0,1,5,,,,
11250,143785,1,1,0,2,1,0,0,0,5,,,,
11277,143830,1,1,1,0,0,0,2,0,5,,,,
11285,143845,1,1,1,0,1,0,1,0,5,,,,
11310,143882,1,1,1,0,0,1,0,1,5,,,,
11377,144010,1,1,1,0,0,1,1,0,5,,,,
11380,144015,1,1,2,0,0,1,0,0,5,,,,
11405,144059,1,1,1,0,0,1,1,0,5,,,,
11424,144091,1,1,0,0,1,1,1,0,5,,,,
11429,144102,1,1,0,0,1,1,1,0,5,,,,
11436,144115,1,1,0,1,2,0,0,0,5,,,,
11478,144204,1,1,1,0,0,2,0,0,5,,,,
11508,144263,1,1,0,2,1,0,0,0,5,,,,
11518,144284,1,1,0,1,0,2,0,0,5,,,,
11526,144304,1,1,0,0,0,2,1,0,5,,,,
11532,144314,1,1,1,0,1,0,1,0,5,,,,
11537,144324,1,1,1,0,0,1,1,0,5,,,,
11620,144470,1,1,1,0,0,1,1,0,5,,,,
11623,144473,1,1,3,0,0,0,0,0,5,,,,
11674,144580,1,1,1,1,1,0,0,0,5,,,,
11726,144667,1,1,0,1,0,0,1,1,5,,,,
11742,144708,1,1,0,0,0,1,2,0,5,,,,
11791,144798,1,1,2,0,0,0,1,0,5,,,,
11809,144837,1,1,0,1,0,0,2,0,5,,,,
11837,144887,1,1,0,1,0,2,0,0,5,,,,
11859,144943,1,1,1,0,0,0,2,0,5,,,,
11893,145005,1,1,0,1,0,0,1,1,5,,,,
11909,145042,1,1,1,0,0,1,1,0,5,,,,
11911,145045,1,1,1,0,1,0,1,0,5,,,,
11958,145138,1,1,1,0,1,1,0,0,5,,,,
11995,145201,1,1,0,1,1,0,1,0,5,,,,
12054,145311,1,1,1,1,1,0,0,0,5,,,,
12080,145364,1,1,1,1,0,0,0,1,5,,,,
12128,145446,1,1,3,0,0,0,0,0,5,,,,
12130,145450,1,1,1,1,0,0,1,0,5,,,,
12159,145511,1,1,0,2,0,0,1,0,5,,,,
12160,145512,1,1,0,2,0,1,0,0,5,,,,
12243,145672,1,1,1,1,0,0,1,0,5,,,,
12267,145719,1,1,0,0,0,0,3,0,5,,,,
12311,145796,1,1,2,0,0,0,1,0,5,,,,
12328,145816,1,1,1,1,0,0,0,1,5,,,,
12392,145926,1,1,0,2,0,1,0,0,5,,,,
12407,145957,1,1,1,0,1,1,0,0,5,,,,
12408,145959,1,1,0,2,0,0,0,1,5,,,,
12424,145984,1,1,1,2,0,0,0,0,5,,,,
12498,146096,1,1,0,1,1,0,1,0,5,,,,
12517,146128,1,1,0,0,0,0,2,1,5,,,,
12548,146189,1,1,1,0,0,2,0,0,5,,,,
12551,146194,1,1,1,2,0,0,0,0,5,,,,
12604,146290,1,1,1,1,0,1,0,0,5,,,,
12605,146291,1,1,1,0,0,0,1,1,5,,,,
12611,146302,1,1,0,1,0,0,1,1,5,,,,
12624,146326,1,1,0,0,1,0,2,0,5,,,,
12629,146334,1,1,0,0,0,2,1,0,5,,,,
12653,146379,1,1,0,1,1,0,1,0,5,,,,
12658,146387,1,1,0,1,1,0,1,0,5,,,,
12661,146392,1,1,2,0,0,0,1,0,5,,,,
12672,146406,1,1,0,0,1,1,1,0,5,,,,
12714,146489,1,1,1,0,1,1,0,0,5,,,,
12763,146572,1,1,1,0,0,1,0,1,5,,,,
12779,146610,1,1,1,0,0,0,1,1,5,,,,
12813,146673,1,1,0,0,2,1,0,0,5,,,,
12815,146676,1,1,2,0,0,0,1,0,5,,,,
12846,146731,1,1,0,0,2,0,1,0,5,,,,
12859,146764,1,1,0,2,0,1,0,0,5,,,,
12896,146830,1,1,1,0,2,0,0,0,5,,,,
12921,146884,1,1,0,0,1,1,1,0,5,,,,
12941,146914,1,1,0,0,0,1,2,0,5,,,,
12946,146923,1,1,0,2,1,0,0,0,5,,,,
4,122321,0,1,0,1,0,1,2,0,5,,,,
12,122331,0,1,1,0,1,0,2,0,5,,,,
36,122383,0,1,0,1,1,1,1,0,5,,,,
40,122390,0,1,0,0,1,2,1,0,5,,,,
44,122399,0,1,1,0,2,1,0,0,5,,,,
48,122408,0,1,1,0,0,1,2,0,5,,,,
75,122457,0,1,0,1,0,3,0,0,5,,,,
92,122487,0,1,2,1,0,1,0,0,5,,,,
129,122569,0,1,0,1,1,1,1,0,5,,,,
130,122575,0,1,1,0,0,2,1,0,5,,,,
159,122628,0,1,0,2,1,0,0,1,5,,,,
160,122629,0,1,1,0,1,0,2,0,5,,,,
167,122641,0,1,1,2,0,0,1,0,5,,,,
175,122661,0,1,2,1,0,0,1,0,5,,,,
184,122680,0,1,2,0,1,0,1,0,5,,,,
196,122704,0,1,3,0,0,0,1,0,5,,,,
200,122714,0,1,2,0,0,1,1,0,5,,,,
203,122719,0,1,1,0,1,2,0,0,5,,,,
204,122722,0,1,2,0,0,2,0,0,5,,,,
220,122751,0,1,1,0,0,1,2,0,5,,,,
248,122804,0,1,0,0,0,1,1,2,5,,,,
287,122874,0,1,1,0,0,3,0,0,5,,,,
290,122878,0,1,0,0,2,0,2,0,5,,,,
295,122887,0,1,1,2,0,0,1,0,5,,,,
299,122893,0,1,2,1,0,0,1,0,5,,,,
303,122905,0,1,2,0,0,1,1,0,5,,,,
308,122913,0,1,1,2,0,1,0,0,5,,,,
334,122968,0,1,1,1,1,0,1,0,5,,,,
354,123001,0,1,3,0,0,0,1,0,5,,,,
367,123027,0,1,0,1,0,2,0,1,5,,,,
402,123093,0,1,0,1,1,0,1,1,5,,,,
424,123145,0,1,3,0,0,0,1,0,5,,,,
426,123152,0,1,0,0,1,1,2,0,5,,,,
439,123180,0,1,2,0,0,0,2,0,5,,,,
476,123259,0,1,2,0,1,0,0,1,5,,,,
485,123274,0,1,0,2,0,0,1,1,5,,,,
503,123309,0,1,1,0,1,1,0,1,5,,,,
523,123349,0,1,1,1,0,1,1,0,5,,,,
526,123354,0,1,0,0,1,1,2,0,5,,,,
546,123388,0,1,1,0,1,0,2,0,5,,,,
550,123392,0,1,0,1,1,0,2,0,5,,,,
553,123395,0,1,2,0,1,0,0,1,5,,,,
554,123397,0,1,0,1,1,1,0,1,5,,,,
566,123414,0,1,0,2,0,0,2,0,5,,,,
612,123510,0,1,2,1,0,1,0,0,5,,,,
621,123529,0,1,2,0,1,0,1,0,5,,,,
644,123570,0,1,2,1,0,0,1,0,5,,,,
653,123583,0,1,0,1,0,0,2,1,5,,,,
661,123600,0,1,1,1,0,2,0,0,5,,,,
698,123653,0,1,2,0,0,2,0,0,5,,,,
704,123664,0,1,0,2,0,0,2,0,5,,,,
711,123689,0,1,2,1,0,1,0,0,5,,,,
722,123710,0,1,1,1,1,0,1,0,5,,,,
741,123745,0,1,1,0,1,0,2,0,5,,,,
777,123811,0,1,2,0,1,0,1,0,5,,,,
785,123831,0,1,1,1,1,0,1,0,5,,,,
801,123862,0,1,0,0,1,1,2,0,5,,,,
806,123880,0,1,0,1,0,0,3,0,5,,,,
811,123887,0,1,1,1,0,1,1,0,5,,,,
844,123959,0,1,0,0,0,2,2,0,5,,,,
864,123998,0,1,2,0,0,2,0,0,5,,,,
867,124001,0,1,2,1,0,1,0,0,5,,,,
876,124034,0,1,2,0,1,1,0,0,5,,,,
879,124045,0,1,1,1,0,1,1,0,5,,,,
919,124136,0,1,0,1,0,2,1,0,5,,,,
921,124138,0,1,1,0,1,1,0,1,5,,,,
947,124192,0,1,1,1,1,1,0,0,5,,,,
